INCOME,INCOME,SAVING,SAVINGS,DEBT,DEBT,CREDIT_SCORE,MAX,AVG,MIN,INCOMEMAIN,SAVINGMAIN,DEBTMAIN,CREDITS
0.033576803,22231,0.083980943,244541,0.006331949,37793,616,,,,-0.150098051,-0.057917765,-0.126147258,0.058576
0.30109924,199356,0.136926772,398712,0.066801371,398712,632,,,,0.117424385,-0.004971936,-0.065677836,0.090576
0.095119424,62978,0.129769155,377870,0.018225486,108781,639,,,,-0.08855543,-0.012129553,-0.114253721,0.104576
0,0,0.002396747,6979,0.001107626,6611,490,,,,-0.183674854,-0.13950196,-0.131371581,-0.193424
0.252746589,167342,0.229876886,669370,0.179904232,1073780,555,,,,0.069071735,0.087978179,0.047425025,-0.063424
0.04477763,29647,0.150685661,438776,0.006954036,41506,644,,,,-0.138897225,0.008786953,-0.125525171,0.114576
0.033516389,22191,0.087295316,254192,0.002366041,14122,642,,,,-0.150158465,-0.054603392,-0.130113166,0.110576
0.060397768,39989,0.131837933,383894,0.002010012,11997,630,,,,-0.123277086,-0.010060774,-0.130469195,0.086576
0.103734515,68682,0.210137634,611892,0.008368769,49950,695,,,,-0.079940339,0.068238926,-0.124110438,0.216576
0,0,0.002016578,5872,0.00393508,23487,462,,,,-0.183674854,-0.139882129,-0.128544127,-0.249424
0.388700094,257356,0.294605893,857852,0.132947482,793513,654,,,,0.20502524,0.152707185,0.000468275,0.134576
0.250305848,165726,0.496704687,1446336,0.118637474,708102,577,,,,0.066630993,0.354805979,-0.013841733,-0.019424
0.133558075,88428,0.139187524,405295,0.006173119,36845,652,,,,-0.050116779,-0.002711184,-0.126306088,0.130576
0.012304899,8147,0.000254476,741,0.036356143,216996,407,,,,-0.171369955,-0.141644232,-0.096123064,-0.359424
0.158661761,105049,0.063133465,183836,0.09973478,595279,545,,,,-0.025013093,-0.078765243,-0.032744428,-0.083424
0.509877751,337587,0.303214471,882919,0.321958342,1921647,699,,,,0.326202897,0.161315763,0.189479135,0.224576
0.672223279,445075,0.36127936,1051996,0.57621678,3439219,453,,,,0.488548425,0.219380652,0.443737573,-0.267424
0.124520083,82444,0.005662698,16489,0.081496225,486420,590,,,,-0.059154771,-0.13623601,-0.050982982,0.006576
0.160105665,106005,0.258472325,752636,0.12965074,773836,529,,,,-0.02356919,0.116573617,-0.002828467,-0.115424
0.10333578,68418,0.128161249,373188,0.012505068,74638,630,,,,-0.080339074,-0.013737458,-0.119974139,0.086576
0.306172537,202715,0.284268868,827752,0.563226843,3361687,475,,,,0.122497683,0.142370161,0.430747636,-0.223424
0.026935752,17834,0.040150927,116914,0.006307991,37650,644,,,,-0.156739102,-0.10174778,-0.126171216,0.114576
0.277347325,183630,0.183933104,535588,0.325605919,1943418,541,,,,0.093672471,0.042034396,0.193126712,-0.091424
0,0,0.006200154,18054,0.009074459,54162,562,,,,-0.183674854,-0.135698553,-0.123404748,-0.049424
0.22994167,152243,0.164320231,478478,0.12935821,772090,599,,,,0.046266816,0.022421523,-0.003120997,0.024576
0.047958447,31753,0.118958893,346392,0.008221666,49072,601,,,,-0.135716407,-0.022939814,-0.124257541,0.028576
0.449702006,297745,0.30675722,893235,0.17103451,1020840,588,,,,0.266027152,0.164858513,0.038555303,0.002576
0.297651089,197073,0.350701596,1021195,0.31217149,1863233,572,,,,0.113976234,0.208802888,0.179692283,-0.029424
0.068180651,45142,0.01550279,45142,0.02117709,126398,608,,,,-0.115494203,-0.126395918,-0.111302118,0.042576
0,0,0.005665102,16496,0.003316512,19795,596,,,,-0.183674854,-0.136233606,-0.129162695,0.018576
0.286752334,189857,0.1195355,348071,0.166998067,996748,617,,,,0.10307748,-0.022363208,0.034518859,0.060576
0.132896537,87990,0.076918111,223975,0.010721574,63993,631,,,,-0.050778317,-0.064980597,-0.121757633,0.088576
0.824153368,545667,0.29983107,873067,0.834993516,4983759,538,,,,0.640478514,0.157932363,0.702514309,-0.097424
0.348545675,230770,0.209451131,609893,0.121515191,725278,638,,,,0.16487082,0.067552424,-0.010964016,0.102576
0.112638085,74577,0.179280069,522039,0.024989696,149154,584,,,,-0.07103677,0.037381361,-0.107489511,-0.005424
0.148361109,98229,0.134936293,392916,0.20796365,1241256,517,,,,-0.035313745,-0.006962414,0.075484443,-0.139424
0.338374914,224036,0.321744876,936877,0.187678224,1120180,636,,,,0.154700059,0.179846168,0.055199017,0.098576
0.446518168,295637,0.228438975,665183,0.474680244,2833186,585,,,,0.262843314,0.086540268,0.342201037,-0.003424
0.060145538,39822,0.017405695,50683,0.040638037,242553,582,,,,-0.123529316,-0.124493013,-0.09184117,-0.009424
0.129602443,85809,0.099122108,288630,0.052278751,312032,613,,,,-0.054072411,-0.042776599,-0.080200456,0.052576
0.561627201,371850,0.940347812,2738164,0.067964454,405654,716,,,,0.377952347,0.798449104,-0.064514753,0.258576
0.433666519,287128,0.083436274,242955,0.525469204,3136326,519,,,,0.249991664,-0.058462434,0.392989997,-0.135424
0.054292895,35947,0.113574025,330712,0,0,648,,,,-0.129381959,-0.028324683,-0.132479207,0.122576
0.696910106,461420,0.48670559,1417220,0.541154069,3229943,740,,,,0.513235252,0.344806882,0.408674862,0.306576
0.081092715,53691,0.003687673,10738,0.044078196,263086,616,,,,-0.102582139,-0.138211034,-0.088401011,0.058576
0.032875996,21767,0.057083386,166219,0.005967544,35618,619,,,,-0.150798858,-0.084815322,-0.126511664,0.064576
0,0,0.010032752,29214,0.019063368,113782,582,,,,-0.183674854,-0.131865956,-0.113415839,-0.009424
0.149937924,99273,0.051139082,148910,0.014969289,89346,676,,,,-0.03373693,-0.090759626,-0.117509918,0.178576
0.268809263,177977,0.055564771,161797,0.075902302,453032,625,,,,0.085134408,-0.086333937,-0.056576905,0.076576
0.064533133,42727,0.127658822,371725,0.013601301,81181,603,,,,-0.119141722,-0.014239886,-0.118877906,0.032576
0.188624274,124887,0.045748375,133213,0.044637789,266426,593,,,,0.00494942,-0.096150333,-0.087841418,0.012576
0.042960667,28444,0.059497648,173249,0.006065221,36201,553,,,,-0.140714187,-0.08240106,-0.126413986,-0.067424
0.842060191,557523,0.396608632,1154870,0.393652637,2349563,732,,,,0.658385337,0.254709924,0.26117343,0.290576
0,0,0.003333605,9707,0.005014392,29929,500,,,,-0.183674854,-0.138565103,-0.127464815,-0.173424
0.408244147,270296,0.207072929,602968,0.351838784,2099992,603,,,,0.224569292,0.065174221,0.219359576,0.032576
0.246963422,163513,0.086783616,252702,0.127015122,758105,612,,,,0.063288568,-0.055115092,-0.005464085,0.050576
0.246986078,163528,0.196557324,572348,0.317816346,1896925,504,,,,0.063311223,0.054658616,0.185337139,-0.165424
0.172262549,114054,0.249254515,725795,0.114653136,684321,603,,,,-0.011412306,0.107355807,-0.017826071,0.032576
0.085572441,56657,0.152119794,442952,0.008629465,51506,635,,,,-0.098102413,0.010221086,-0.123849742,0.096576
0.102443158,67827,0.266578132,776239,0.01388914,82899,639,,,,-0.081231697,0.124679424,-0.118590067,0.104576
0.1333285,88276,0.036379115,105931,0.106488099,635587,564,,,,-0.050346354,-0.105519592,-0.025991108,-0.045424
0.186323996,123364,0.063549006,185046,0.188085688,1122612,535,,,,0.002649142,-0.078349702,0.055606481,-0.103424
0.097039091,64249,0.05074861,147773,0.214212833,1278555,447,,,,-0.086635763,-0.091150098,0.081733626,-0.279424
0.262979275,174117,0.141335289,411549,0.387192517,2311005,552,,,,0.079304421,-0.000563418,0.25471331,-0.069424
0.17155268,113584,0.149527639,435404,0.145897712,870808,541,,,,-0.012122174,0.007628931,0.013418505,-0.091424
0,0,0.001743901,5078,0.008083108,48245,548,,,,-0.183674854,-0.140154807,-0.124396099,-0.077424
0.256738469,169985,0.184859315,538285,0.25157105,1501532,573,,,,0.073063615,0.042960607,0.119091843,-0.027424
0.046065966,30500,0.070993381,206723,0.005110059,30500,644,,,,-0.137608888,-0.070905327,-0.127369148,0.114576
0.371327938,245854,0.264553655,770344,0.109843146,655612,714,,,,0.187653084,0.122654947,-0.022636061,0.254576
0.236093364,156316,0.069787281,203211,0.180708438,1078580,559,,,,0.05241851,-0.072111427,0.048229231,-0.055424
0.592764774,392466,0.445816647,1298157,0.536155426,3200108,515,,,,0.409089919,0.303917939,0.403676219,-0.143424
0,0,0.029913839,87105,0.006831227,40773,556,,,,-0.183674854,-0.111984869,-0.12564798,-0.061424
0.263639302,174554,0.419620703,1221878,0.345094343,2059737,540,,,,0.079964448,0.277721996,0.212615136,-0.093424
0,0,0.016376457,47686,0.003739725,22321,544,,,,-0.183674854,-0.125522251,-0.128739482,-0.085424
0.04952469,32790,0.125916295,366651,0.007990792,47694,605,,,,-0.134150164,-0.015982413,-0.124488415,0.036576
0.029062339,19242,0.005781865,16836,0.01652191,98613,647,,,,-0.154612516,-0.136116842,-0.115957297,0.120576
0.082735986,54779,0.0205226,59759,0.075925591,453171,548,,,,-0.100938868,-0.121376108,-0.056553616,-0.077424
0.239935719,158860,0.104152565,303278,0.266158341,1588598,563,,,,0.056260865,-0.037746143,0.133679134,-0.047424
0.284736004,188522,0.211885655,616982,0.206742094,1233965,546,,,,0.10106115,0.069986948,0.074262887,-0.081424
0.655349543,433903,0.623141267,1814502,0.608013913,3629004,598,,,,0.471674688,0.481242559,0.475534706,0.022576
0.07363607,48754,0.077018733,224268,0.11190694,667930,539,,,,-0.110038785,-0.064879974,-0.020572267,-0.095424
0.467646588,309626,0.927993178,2702189,0.381993158,2279972,520,,,,0.283971734,0.78609447,0.24951395,-0.133424
0.129661347,85848,0.270700922,788244,0.010460542,62435,637,,,,-0.054013507,0.128802215,-0.122018665,0.100576
0.019053186,12615,0.002707545,7884,0.078202667,466762,389,,,,-0.164621669,-0.139191163,-0.05427654,-0.395424
0.038258918,25331,0.110716747,322392,0.00655897,39148,629,,,,-0.145415936,-0.03118196,-0.125920237,0.084576
0.004203331,2783,0.000637049,1855,0,0,570,,,,-0.179471524,-0.141261659,-0.132479207,-0.033424
0.042786976,28329,0.062264605,181306,0.00664492,39661,650,,,,-0.140887878,-0.079634103,-0.125834287,0.126576
0.084376237,55865,0.017266609,50278,0.084238065,502785,547,,,,-0.099298618,-0.124632099,-0.048241142,-0.079424
0.091745281,60744,0.256588651,747151,0.001017656,6074,627,,,,-0.091929573,0.114689944,-0.131461551,0.080576
0.026858724,17783,0.084888609,247184,0.002383466,14226,683,,,,-0.15681613,-0.057010099,-0.130095742,0.192576
0.388302869,257093,0.081500057,237317,0.142475983,850385,614,,,,0.204628015,-0.060398651,0.009996776,0.054576
0.144912958,95946,0.260854305,759572,0.040187682,239865,623,,,,-0.038761896,0.118955597,-0.092291526,0.072576
0.14029881,92891,0.047851152,139336,0.062252916,371564,608,,,,-0.043376045,-0.094047555,-0.070226291,0.042576
0.22771389,150768,0.0141212,41119,0.167635567,1000553,549,,,,0.044039035,-0.127777508,0.03515636,-0.075424
0.020043982,13271,0.000911444,2654,0.048693835,290635,439,,,,-0.163630873,-0.140987264,-0.083785372,-0.295424
0.5844729,386976,0.429357769,1250231,0.109721008,654883,562,,,,0.400798045,0.287459061,-0.0227582,-0.049424
0.134441635,89013,0.027512283,80112,0.14316961,854525,550,,,,-0.049233219,-0.114386424,0.010690403,-0.073424
0.044492172,29458,0.008093101,23566,0.048367629,288688,485,,,,-0.139182683,-0.133805607,-0.084111578,-0.203424
0.445947252,295259,0.288595652,840351,0.445216315,2657327,603,,,,0.262272398,0.146696944,0.312737108,0.032576
0.241273898,159746,0.089771737,261403,0.053528789,319493,637,,,,0.057599043,-0.052126971,-0.078950418,0.100576
0.024516156,16232,0.00111475,3246,0.069076772,412293,396,,,,-0.159158698,-0.140783958,-0.063402436,-0.381424
0.270846738,179326,0.149562668,435506,0.218897836,1306518,587,,,,0.087171883,0.00766396,0.086418629,0.000576
0.011329207,7501,0.000858557,2500,0,0,627,,,,-0.172345647,-0.141040151,-0.132479207,0.080576
0.502928587,332986,0.302223697,880034,0.410450657,2449824,640,,,,0.319253733,0.160324989,0.27797145,0.106576
0.036916208,24442,0.05417906,157762,0.002233682,13332,612,,,,-0.146758646,-0.087719648,-0.130245525,0.050576
0.029902098,19798,0.007648711,22272,0.0232186,138583,575,,,,-0.153772756,-0.134249996,-0.109260607,-0.023424
0.099215519,65690,0.02255944,65690,0.050627113,302174,550,,,,-0.084459335,-0.119339267,-0.081852094,-0.073424
0.120534244,79805,0.119593539,348240,0.03768124,224905,551,,,,-0.06314061,-0.022305169,-0.094797968,-0.071424
0.184679215,122275,0.151817925,442073,0.133949389,799493,557,,,,0.00100436,0.009919218,0.001470182,-0.059424
0.363833534,240892,0.105289981,306590,0.128417624,766476,554,,,,0.18015868,-0.036608727,-0.004061583,-0.065424
0.045865089,30367,0.117844487,343147,0.006105264,36440,628,,,,-0.137809766,-0.024054221,-0.126373943,0.082576
0.181841249,120396,0.327328243,953135,0.327786825,1956435,494,,,,-0.001833605,0.185429535,0.195307618,-0.185424
0.170833749,113108,0.015537475,45243,0.178134142,1063215,556,,,,-0.012841106,-0.126361232,0.045654934,-0.061424
0.146669506,97109,0.046689353,135953,0.117143494,699185,600,,,,-0.037005348,-0.095209355,-0.015335713,0.026576
0.415709854,275239,0.189046325,550477,0.102870345,613994,708,,,,0.232035,0.047147618,-0.029608862,0.242576
0.100916184,66816,0.296004997,861926,0.015672299,93542,613,,,,-0.08275867,0.15410629,-0.116806908,0.052576
0.040139316,26576,0.002489128,7248,0.033192262,198112,519,,,,-0.143535539,-0.13940958,-0.099286945,-0.135424
0.071278399,47193,0.021069329,61351,0.032418046,193491,628,,,,-0.112396456,-0.120829379,-0.100061161,0.082576
0.002469438,1635,0.00028092,818,0,0,682,,,,-0.181205416,-0.141617788,-0.132479207,0.190576
0.024186898,16014,0.033547251,97685,0.003487908,20818,654,,,,-0.159487956,-0.108351456,-0.128991299,0.134576
0.128780808,85265,0.010648166,31006,0.03766214,224791,586,,,,-0.054894047,-0.131250542,-0.094817067,-0.001424
0.446593686,295687,0.110007923,320328,0.425220905,2537982,635,,,,0.262918832,-0.031890785,0.292741698,0.096576
0.059484001,39384,0.120375856,350518,0.010557549,63014,656,,,,-0.124190854,-0.021522852,-0.121921658,0.138576
0.016009811,10600,0.000728056,2120,0.036407076,217300,485,,,,-0.167665043,-0.141170652,-0.096072131,-0.203424
0.548766489,363335,0.499109677,1453339,0.314516588,1877230,611,,,,0.365091635,0.357210969,0.182037381,0.048576
0.13462892,89137,0.241832119,704182,0.013440795,80223,620,,,,-0.049045935,0.099933411,-0.119038412,0.066576
0.426066389,282096,0.297554178,866437,0.340969939,2035120,610,,,,0.242391535,0.15565547,0.208490732,0.046576
0.22586823,149546,0.162632651,473564,0.242202553,1445615,540,,,,0.042193376,0.020733944,0.109723346,-0.093424
0.254963797,168810,0.130439516,379822,0.339395036,2025720,574,,,,0.071288942,-0.011459192,0.206915829,-0.025424
0.009673853,6405,0.000244517,712,0,0,632,,,,-0.174001001,-0.141654191,-0.132479207,0.090576
0.1280362,84772,0.087337557,254315,0.159509401,952051,548,,,,-0.055638654,-0.054561151,0.027030194,-0.077424
0.129635671,85831,0.081060132,236036,0.122233448,729565,596,,,,-0.054039183,-0.060838576,-0.010245759,0.018576
0.233648092,154697,0.102166551,297495,0.20136648,1201880,558,,,,0.049973238,-0.039732157,0.068887273,-0.057424
0.004013025,2657,0.000638766,1860,0.011663165,69613,409,,,,-0.179661829,-0.141259941,-0.120816042,-0.355424
0.083322006,55167,0.137786702,401216,0.000840228,5015,644,,,,-0.100352849,-0.004112006,-0.131638979,0.114576
0.151470939,100288,0.079214578,230662,0.055448328,330950,608,,,,-0.032203915,-0.062684129,-0.077030879,0.042576
0.077872628,51559,0.230185967,670270,0.011517905,68746,604,,,,-0.105802226,0.088287259,-0.120961302,0.034576
0.139341242,92257,0.227063224,661177,0.144265676,861067,578,,,,-0.044333613,0.085164516,0.011786469,-0.017424
0.012164436,8054,0.000614727,1790,0,0,620,,,,-0.171510418,-0.141283981,-0.132479207,0.066576
0.007566901,5010,0.001935531,5636,0.004406379,26300,528,,,,-0.176107953,-0.139963177,-0.128072828,-0.117424
0.030385414,20118,0.004318198,12574,0.117548277,701601,323,,,,-0.153289441,-0.13758051,-0.01493093,-0.527424
0.254498606,168502,0.147299169,428915,0.151422942,903786,601,,,,0.070823752,0.005400461,0.018943735,0.028576
0.06166496,40828,0.222780055,648705,0.009120534,54437,636,,,,-0.122009894,0.080881347,-0.123358673,0.098576
0.348085015,230465,0.124373983,362160,0.107564228,642010,627,,,,0.164410161,-0.017524725,-0.02491498,0.080576
0.0633037,41913,0.143938777,419130,0.002340742,13971,662,,,,-0.120371154,0.00204007,-0.130138465,0.150576
0.287000033,190021,0.483993924,1409324,0.023877546,142516,653,,,,0.103325179,0.342095216,-0.108601661,0.132576
0.3179035,210482,0.111711986,325290,0.153882472,918466,640,,,,0.134228646,-0.030186721,0.021403265,0.106576
0.11829136,78320,0.202949109,590960,0.013121961,78320,657,,,,-0.065383494,0.061050401,-0.119357246,0.140576
0.023622023,15640,0.052245933,152133,0.003811434,22749,611,,,,-0.160052831,-0.089652775,-0.128667773,0.048576
0.358717946,237505,0.101956033,296882,0.092848766,554179,672,,,,0.175043092,-0.039942675,-0.039630441,0.170576
0.022989183,15221,0.001045379,3044,0,0,645,,,,-0.160685672,-0.140853329,-0.132479207,0.116576
0,0,0.00099936,2910,0.000804541,4802,502,,,,-0.183674854,-0.140899348,-0.131674666,-0.169424
0.139214371,92173,0.025323307,73738,0.001544243,9217,611,,,,-0.044460483,-0.116575401,-0.130934964,0.048576
0.107878942,71426,0.047422904,138089,0.025529184,152374,634,,,,-0.075795913,-0.094475804,-0.106950023,0.094576
0.154512803,102302,0.035132834,102302,0.03942201,235295,623,,,,-0.029162051,-0.106765874,-0.093057197,0.072576
0.042563443,28181,0.003871061,11272,0.066573513,397352,544,,,,-0.141111412,-0.138027647,-0.065905694,-0.085424
0.167261748,110743,0.238561361,694658,0.070843009,422835,595,,,,-0.016413106,0.096662653,-0.061636198,0.016576
0.393323305,260417,0.249135004,725447,0.074796016,446429,592,,,,0.20964845,0.107236296,-0.057683191,0.010576
0.092006573,60917,0.218711526,636858,0.014845308,88606,642,,,,-0.091668281,0.076812818,-0.117633899,0.110576
0.134486946,89043,0.018347704,53426,0.107413439,641110,569,,,,-0.049187908,-0.123551004,-0.025065768,-0.035424
0.170283978,112744,0.138742104,403998,0.239265693,1428086,545,,,,-0.013390877,-0.003156604,0.106786486,-0.083424
0.070302706,46547,0.023251094,67704,0.01985082,118482,589,,,,-0.113372148,-0.118647614,-0.112628387,0.004576
0.065389507,43294,0.020274649,59037,0.030992591,184983,615,,,,-0.118285348,-0.121624059,-0.101486616,0.056576
0.257998109,170819,0.319980713,931740,0.189929498,1133617,628,,,,0.074323255,0.178082006,0.057450291,0.082576
0.276294605,182933,0.149809933,436226,0.266412169,1590113,566,,,,0.09261975,0.007911225,0.133932962,-0.041424
0.217988684,144329,0.095591036,278348,0.193450077,1154630,544,,,,0.03431383,-0.046307672,0.06097087,-0.085424
0.038471879,25472,0.117606495,342454,0.0047418,28302,668,,,,-0.145202976,-0.024292213,-0.127737407,0.162576
0.022371446,14812,0.059006554,171819,0.002481646,14812,637,,,,-0.161303409,-0.082892154,-0.129997561,0.100576
0.383025673,253599,0.25546875,743890,0.164289735,980583,629,,,,0.199350819,0.113570042,0.031810528,0.084576
0.24115609,159668,0.413745427,1204770,0.014591648,87092,664,,,,0.057481235,0.271846719,-0.117887559,0.154576
0.171599501,113615,0.208095642,605946,0.188767253,1126680,554,,,,-0.012075353,0.066196934,0.056288046,-0.065424
0.390218005,258361,0.073939262,215301,0.486974208,2906564,526,,,,0.206543151,-0.067959446,0.354495001,-0.121424
0.066416551,43974,0.193301333,562867,0.002210226,13192,679,,,,-0.117258303,0.051402625,-0.130268981,0.184576
0.284965579,188674,0.350971869,1021982,0.313474974,1871013,537,,,,0.101290725,0.209073161,0.180995767,-0.099424
0.023904461,15827,0.001086933,3165,0,0,696,,,,-0.159770394,-0.140811775,-0.132479207,0.218576
0.38973469,258041,0.265851106,774122,0.317041293,1892299,550,,,,0.206059836,0.123952399,0.184562086,-0.073424
0.045047984,29826,0.142376547,414581,0,0,658,,,,-0.13862687,0.000477839,-0.132479207,0.142576
0.032034726,21210,0.005827197,16968,0.000355359,2121,675,,,,-0.151640128,-0.136071511,-0.132123849,0.176576
0.369433947,244600,0.288003591,838627,0.187341463,1118170,568,,,,0.185759093,0.146104883,0.054862255,-0.037424
0.09497594,62883,0.20515663,597388,0.015803318,94324,583,,,,-0.088698914,0.063257922,-0.116675889,-0.007424
0.290478391,192324,0.099072656,288486,0.106334295,634669,602,,,,0.106803537,-0.042826052,-0.026144912,0.030576
0.422512513,279743,0.18413435,536174,0.296836455,1771704,581,,,,0.238837659,0.042235642,0.164357248,-0.011424
0,0,0.001905309,5548,0.011818645,70541,623,,,,-0.183674854,-0.139993398,-0.120660562,0.072576
0.258555432,171188,0.101545986,295688,0.062577279,373500,631,,,,0.074880577,-0.040352722,-0.069901928,0.088576
0.009184496,6081,0.000261001,760,0.019484403,116295,486,,,,-0.174490358,-0.141637707,-0.112994804,-0.201424
0.064409283,42645,0.161096865,469092,0.012701931,75813,647,,,,-0.119265571,0.019198157,-0.119777276,0.120576
0.028225599,18688,0.073451258,213880,0.002087417,12459,672,,,,-0.155449255,-0.06844745,-0.13039179,0.170576
0.035313717,23381,0.049783249,144962,0.007051211,42086,613,,,,-0.148361138,-0.092115459,-0.125427996,0.052576
0.245043755,162242,0.065004088,189283,0.251438691,1500742,549,,,,0.061368901,-0.076894619,0.118959484,-0.075424
0.562823406,372642,0.511894962,1490568,0.254936987,1521622,673,,,,0.379148551,0.369996254,0.12245778,0.172576
0.096564838,63935,0.300807421,875910,0.005356012,31968,639,,,,-0.087110016,0.158908713,-0.127123195,0.104576
0.173680776,114993,0.050261637,146355,0.043787006,261348,604,,,,-0.009994078,-0.091637071,-0.088692201,0.034576
0.539640897,357293,0.386985239,1126848,0.30851939,1841435,638,,,,0.355966043,0.245086532,0.176040183,0.102576
0.473614019,313577,0.107689476,313577,0.44418157,2651151,524,,,,0.289939164,-0.034209232,0.311702363,-0.125424
0.166792027,110432,0.049302457,143562,0.129514695,773024,580,,,,-0.016882828,-0.092596251,-0.002964512,-0.013424
0.160871417,106512,0.0631812,183975,0.047046721,280804,620,,,,-0.022803437,-0.078717507,-0.085432486,0.066576
0.620245766,410661,0.14103033,410661,0.466879446,2786626,544,,,,0.436570911,-0.000868378,0.334400239,-0.085424
0.501543587,332069,0.826789928,2407499,0.13445319,802500,563,,,,0.317868733,0.68489122,0.001973983,-0.047424
0.189663401,125575,0.025875187,75345,0.025247042,150690,617,,,,0.005988547,-0.116023521,-0.107232165,0.060576
0.280828704,185935,0.228811589,666268,0.379017595,2262212,592,,,,0.09715385,0.086912881,0.246538388,0.010576
0.063589158,42102,0,0,0.170577956,1018115,391,,,,-0.120085696,-0.141898708,0.038098749,-0.391424
0.276404861,183006,0.072517491,211161,0.334916781,1998991,552,,,,0.092730007,-0.069381216,0.202437574,-0.069424
0.11484472,76038,0.182792254,532266,0.014013625,83642,665,,,,-0.068830134,0.040893546,-0.118465582,0.156576
0.258774434,171333,0.113756726,331244,0.038274174,228444,608,,,,0.07509958,-0.028141982,-0.094205033,0.042576
0.351379109,232646,0.290530152,845984,0.566954505,3383936,504,,,,0.167704255,0.148631444,0.434475298,-0.165424
0.361861005,239586,0.153587926,447227,0.388029059,2315998,603,,,,0.17818615,0.011689219,0.255549852,0.032576
